combined_text,sentiment,overall,verified,vote,style_Size,style_Color,textLen,wordCount,is_outlier,clean_vader,clean_swn,vader_score,vader_pred,swn_score,swn_prediction
Purchased these for my wife as she has a similar ... Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Positive,5.0,True,,10 B(M) US,Black/White/Anthracite/Stealth,238,45,False,Purchased these for my wife as she has a similar ... Purchased these for my wife as she has a similar pair that is wearing out. She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,"['purchased', 'wife', 'similar', 'purchased', 'wife', 'similar', 'pair', 'wearing', 'foot', 'difficult', 'fit', 'fit', 'perfectly', 'without', 'pressure', 'sensitive', 'portion', 'foot']",0.8219,Positive,-0.125,Negative
Five Stars Good shoes,Positive,5.0,True,,7 B(M) US,Black/White/Anthracite/Stealth,21,4,False,Five Stars Good shoes,"['five', 'star', 'good', 'shoe']",0.4404,Positive,0.75,Positive
"Comfortable, lightweight Xtrainer Comfortable athletic shoe,  good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.",Positive,4.0,True,,8 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,161,23,False,"Comfortable, lightweight Xtrainer Comfortable athletic shoe, good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.","['comfortable', 'lightweight', 'xtrainer', 'comfortable', 'athletic', 'shoe', 'good', 'gym', 'ellipical', 'tredmill', 'etc', 'fit', 'good', 'shoe', 'really', 'lightweight', 'comfy']",0.9313,Positive,1.125,Positive
Five Stars Super.,Positive,5.0,True,,,Matte,17,3,False,Five Stars Super.,"['five', 'star', 'super']",0.5994,Positive,0.0,Neutral
Five Stars Love these sneakers! Perfect fit and super light,Positive,5.0,True,,9 B(M) US,Wolf Grey/Black-pink Blast/White,59,10,False,Five Stars Love these sneakers! Perfect fit and super light,"['five', 'star', 'love', 'sneaker', 'perfect', 'fit', 'super', 'light']",0.9392,Positive,1.625,Positive
"Does the job! I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)",Positive,4.0,True,2.0,9 B(M) US,Black/White/Anthracite/Stealth,262,44,False,"Does the job! I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)","['job', 'ive', 'worn', 'work', '5', 'day', 'row', 'initially', 'arch', 'ached', 'time', 'discomfort', 'subsided', 'entirely', 'ive', 'done', 'everything', 'bootcamps', 'resistance', 'training', 'running', 'zumba', 'yeah', 'truly', 'crosstrainers']",0.6532,Positive,-1.125,Negative
Good choice for training shoe Good fit and comfy.  Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size.,Positive,5.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,170,31,False,Good choice for training shoe Good fit and comfy. Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size.,"['good', 'choice', 'training', 'shoe', 'good', 'fit', 'comfy', 'cushiony', 'definetly', 'better', 'training', 'running', 'aerobics', 'bought', 'size', '8', 'usual', 'size']",0.888,Positive,1.625,Positive
Five Stars Fit comfortable,Positive,5.0,True,,10 B(M) US,Cool Grey/Pure Platinum/White/Volt,26,4,False,Five Stars Fit comfortable,"['five', 'star', 'fit', 'comfortable']",0.7003,Positive,-1.25,Negative
Great work out shoe I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!,Positive,5.0,True,,9 B(M) US,Hyper Jade/Mtlc Silver/Hyper Turq,161,29,False,Great work out shoe I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!,"['great', 'work', 'shoe', 'use', 'cardio', 'dance', 'class', 'perfect', 'cute', 'would', 'definitely', 'recommend', 'also', 'cam', 'earlier', 'expected']",0.9507,Positive,0.625,Positive
Five Stars Loved the products and services!!,Positive,5.0,True,,9.5 B(M) US,White/Hyper Pink/Pure Platinum/Wolf Grey,44,7,False,Five Stars Loved the products and services!!,"['five', 'star', 'loved', 'product', 'service']",0.6688,Positive,0.5,Positive
Five Stars Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Positive,5.0,True,,8 B(M) US,Grey,101,20,False,Five Stars Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,"['five', 'star', 'love', 'shoe', 'foot', 'feel', 'much', 'better', 'lot', 'padding', 'light', 'enough', 'run']",0.8115,Positive,1.5,Positive
"Five Stars These shoes are extremely comfortable, and fit as expected.  Will purchase again.",Positive,5.0,True,,9 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,92,14,False,"Five Stars These shoes are extremely comfortable, and fit as expected. Will purchase again.","['five', 'star', 'shoe', 'extremely', 'comfortable', 'fit', 'expected', 'purchase']",0.7474,Positive,-0.625,Negative
"5 stars Perfect fit, as always.",Positive,5.0,True,,8 B(M) US,Grey,31,6,False,"5 stars Perfect fit, as always.","['5', 'star', 'perfect', 'fit', 'always']",0.7351,Positive,0.0,Neutral
"I love them but they are definitely bright orange/coral and not ... Nikes usually run small and I'm a 7.5, so I ordered these in an 8 and they were actually very roomy.  I love them but they are definitely bright orange/coral and not bright crimson like the description said.  I thought they'd be more red in hue to wear with my Ohio State clothes, but instead I use them for running.",Positive,4.0,True,,8 B(M) US,Bright Mango/Crimson/White/Blue,384,72,False,"I love them but they are definitely bright orange/coral and not ... Nikes usually run small and I'm a 7.5, so I ordered these in an 8 and they were actually very roomy. I love them but they are definitely bright orange/coral and not bright crimson like the description said. I thought they'd be more red in hue to wear with my Ohio State clothes, but instead I use them for running.","['love', 'definitely', 'bright', 'orangecoral', 'nike', 'usually', 'run', 'small', 'im', '75', 'ordered', '8', 'actually', 'roomy', 'love', 'definitely', 'bright', 'orangecoral', 'bright', 'crimson', 'like', 'description', 'said', 'thought', 'theyd', 'red', 'hue', 'wear', 'ohio', 'state', 'clothes', 'instead', 'use', 'running']",0.9629,Positive,1.25,Positive
"Five Stars I love these and have them in a light blue too. Very light weight, airy, and comfortable.",Positive,5.0,True,,6.5 B(M) US,Pink Blast/Stealth/Hyper Pink/White,100,19,False,"Five Stars I love these and have them in a light blue too. Very light weight, airy, and comfortable.","['five', 'star', 'love', 'light', 'blue', 'light', 'weight', 'airy', 'comfortable']",0.8176,Positive,-0.375,Negative
... me the motivation to workout because they feel so good and are great for any training These sneakers give me the motivation to workout because they feel so good and are great for any training,Positive,5.0,True,,7.5 B(M) US,Black/White/Anthracite/Stealth,195,36,False,... me the motivation to workout because they feel so good and are great for any training These sneakers give me the motivation to workout because they feel so good and are great for any training,"['motivation', 'workout', 'feel', 'good', 'great', 'training', 'sneaker', 'give', 'motivation', 'workout', 'feel', 'good', 'great', 'training']",0.9661,Positive,1.875,Positive
Five Stars comfy fit,Positive,5.0,True,,Large,Charcoal Heather,20,4,False,Five Stars comfy fit,"['five', 'star', 'comfy', 'fit']",0.3612,Positive,-0.5,Negative
"I love these shoes so much that I reordered another pair ... I love these shoes so much that  I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  I walked all over Europe in these!",Positive,5.0,True,,9 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,336,66,False,"I love these shoes so much that I reordered another pair ... I love these shoes so much that I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all. I walked all over Europe in these!","['love', 'shoe', 'much', 'reordered', 'another', 'pair', 'love', 'shoe', 'much', 'reordered', 'another', 'pair', 'online', 'hard', 'find', 'shoe', 'fit', 'really', 'wide', 'foot', 'heel', 'back', 'favorite', 'part', 'theyre', 'thin', 'feel', 'like', 'another', 'layer', 'skin', 'bulky', 'tight', 'walked', 'europe']",0.9484,Positive,3.125,Positive
"Great shoe for the price! love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Positive,5.0,True,,6 B(M) US,Black/White-anthracite-stealth,184,31,False,"Great shoe for the price! love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.","['great', 'shoe', 'price', 'love', 'shoe', 'workout', '34', 'time', 'week', 'gym', 'treadmill', 'stairmaster', 'cardio', 'class', 'weight', 'lifting', 'lightweight', 'versatile', 'shoe']",0.8622,Positive,0.5,Positive
"size runs big great price for the product, though the sizes tend to be bigger (based on mens size i think).  there wasn't a size chart to refer to when i was ordering, so i ended up buying two, each at a difference size.",Positive,4.0,True,35.0,,,220,44,False,"size runs big great price for the product, though the sizes tend to be bigger (based on mens size i think). there wasn't a size chart to refer to when i was ordering, so i ended up buying two, each at a difference size.","['size', 'run', 'big', 'great', 'price', 'product', 'though', 'size', 'tend', 'bigger', 'based', 'men', 'size', 'think', 'wasnt', 'size', 'chart', 'refer', 'ordering', 'ended', 'buying', 'two', 'difference', 'size']",0.6249,Positive,-1.0,Negative
Five Stars Cute and comfortable,Positive,5.0,True,,8 B(M) US,Black/White/Anthracite/Stealth,31,5,False,Five Stars Cute and comfortable,"['five', 'star', 'cute', 'comfortable']",0.743,Positive,-0.75,Negative
large shoe I always buy the same size this ones came to large,Neutral,3.0,True,,10 B(M) US,Black/White/Anthracite/Stealth,61,13,False,large shoe I always buy the same size this ones came to large,"['large', 'shoe', 'always', 'buy', 'size', 'one', 'came', 'large']",0.0,Neutral,0.0,Neutral
"Super light-weight, nice tread and arch support - love them so far! Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!",Positive,5.0,True,,6 B(M) US,Pure Platinum/Blue Glow/Wolf Grey,1071,200,True,"Super light-weight, nice tread and arch support - love them so far! Super light-weight, decent arch support (mine is higher than average). I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics. Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot). But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.). Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further. I am very happy and highly recommend, although I have only worked out it once!","['super', 'lightweight', 'nice', 'tread', 'arch', 'support', 'love', 'far', 'super', 'lightweight', 'decent', 'arch', 'support', 'mine', 'higher', 'average', 'pleasantly', 'surprised', 'soletread', 'circuit', 'training', 'class', 'couldnt', 'really', 'tell', 'online', 'pic', 'also', 'pleasantly', 'surprised', 'ran', 'ever', 'slightly', 'bigger', 'nike', 'running', 'shoe', 'use', 'wear', '15years', 'ago', 'always', 'wore', 'one', '15', 'size', 'larger', 'hurachesrunning', 'shoe', 'really', 'worried', 'size', '6', 'would', 'small', 'actually', 'toe', 'room', 'shoe', 'size', '6', 'shoe', 'athletic', 'heel', 'boot', 'correct', 'amount', 'room', 'big', 'toe', 'edge', 'shoe', 'inch', 'less', 'dont', 'want', 'big', 'toe', 'jammed', 'edge', 'shoe', 'lunging', 'jumping', 'etc', 'shoe', 'arrived', 'odd', 'yellowish', 'color', 'side', 'one', 'shoe', 'damage', 'box', 'paper', 'lining', 'etc', 'happy', 'clorox', 'wipe', 'easily', 'cleaned', 'shoe', 'discolor', 'happy', 'highly', 'recommend', 'although', 'worked']",0.9872,Positive,6.125,Positive
They feel good but I will not recommended if you need Wide ... After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.,Neutral,3.0,True,,8.5 B(M) US,White/Hyper Pink/Pure Platinum/Wolf Grey,178,35,False,They feel good but I will not recommended if you need Wide ... After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.,"['feel', 'good', 'recommended', 'need', 'wide', 'purchased', 'found', 'overpriced', 'feel', 'good', 'recommended', 'need', 'wide', 'fit']",0.741,Positive,1.375,Positive
Five Stars Great Gift - she loved it!  It's a nice shoe!,Positive,5.0,True,,9 B(M) US,Black/Red Bronze/White,56,12,False,Five Stars Great Gift - she loved it! It's a nice shoe!,"['five', 'star', 'great', 'gift', 'loved', 'nice', 'shoe']",0.9358,Positive,1.625,Positive
Returned also Nice pants but too small for a medium. Return it.,Negative,2.0,True,,Medium,Black,63,12,False,Returned also Nice pants but too small for a medium. Return it.,"['returned', 'also', 'nice', 'pant', 'small', 'medium', 'return']",0.2263,Positive,0.5,Positive
"Style 10/10, Comfort 3/10 Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.",Neutral,3.0,True,,8.5 B(M) US,Wolf Grey/Black-pink Blast/White,147,26,False,"Style 10/10, Comfort 3/10 Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.","['style', '1010', 'comfort', '310', 'great', 'look', 'zero', 'support', 'inside', 'shoe', 'buy', 'expensive', 'insert', 'wearable', 'expected', 'nike', 'shoe']",0.7814,Positive,0.25,Positive
"Four Stars Sadly, not a true red. It's definitely orange",Positive,4.0,True,,One Size,Fireman (Red),56,10,False,"Four Stars Sadly, not a true red. It's definitely orange","['four', 'star', 'sadly', 'true', 'red', 'definitely', 'orange']",-0.3468,Negative,-0.25,Negative
Five Stars Light weight and comfortable,Positive,5.0,True,,6.5 B(M) US,Black/White/Anthracite/Stealth,39,6,False,Five Stars Light weight and comfortable,"['five', 'star', 'light', 'weight', 'comfortable']",0.5106,Positive,-0.75,Negative
Good Stays vibrant after many washes,Positive,5.0,True,,Little Boys,Blue (37867638-99) / Yellow,36,6,False,Good Stays vibrant after many washes,"['good', 'stay', 'vibrant', 'many', 'wash']",0.743,Positive,1.375,Positive
Five Stars Really great for walking I'm very glad I got these and the color is fun,Positive,5.0,True,,8.5 B(M) US,Green Glow/Seaweed - Hasta - White,82,17,False,Five Stars Really great for walking I'm very glad I got these and the color is fun,"['five', 'star', 'really', 'great', 'walking', 'im', 'glad', 'got', 'color', 'fun']",0.8998,Positive,1.125,Positive
"Good Value It is so handy to have this many reading glasses at such a reasonable price.  I like this style reading glasses instead of the ones with nose pieces, I find this style more comfortable.  These glasses are very nice...cheaper than Walmart!",Positive,4.0,True,,2.25,,249,43,False,"Good Value It is so handy to have this many reading glasses at such a reasonable price. I like this style reading glasses instead of the ones with nose pieces, I find this style more comfortable. These glasses are very nice...cheaper than Walmart!","['good', 'value', 'handy', 'many', 'reading', 'glass', 'reasonable', 'price', 'like', 'style', 'reading', 'glass', 'instead', 'one', 'nose', 'piece', 'find', 'style', 'comfortable', 'glass', 'nicecheaper', 'walmart']",0.893,Positive,0.5,Positive
"Time to leave the fad of the month for something that works. This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.

These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).

Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!",Positive,5.0,False,8.0,,,686,126,True,"Time to leave the fad of the month for something that works. This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore. These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did). Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!","['time', 'leave', 'fad', 'month', 'something', 'work', 'comfortable', 'shoe', 'ive', 'ever', 'shoe', 'compare', 'individual', 'nub', 'bottom', 'allow', 'foot', 'cushioned', 'yet', 'work', 'like', 'suppose', 'foot', 'feel', 'cradled', 'shoe', 'hard', 'surface', 'dont', 'make', 'foot', 'ache', 'anymore', 'shoe', 'small', 'amount', 'support', 'much', 'like', 'im', 'coming', 'vibram', 'five', 'finger', 'sorry', 'vffs', 'im', 'bailing', '2', 'year', 'shin', 'splint', 'matter', 'highly', 'recommended', 'walkingrunning', 'concrete', 'track', 'long', 'nike', 'continues', 'make', 'flex', 'supreme', 'get', 'money', 'please', 'dont', 'change', 'shoe']",0.9483,Positive,-0.875,Negative
"OK esp. for the price but size 8 mens' is probably the max. I am changing my review after a second washing.
I am a male size 9 wide and after washing  they are a very tight fit. They are mid calf, wide enough at the toe, but snug from toe to heel. That said I think a male size 8 is about it. Larger size feet might have a problem. Quality is OK for the price. You will see these socks sold singly on other sites at $12.99 each!  I like the socks and ordered a second set to put in my daughters Christmas stocking.",Neutral,3.0,True,,,8 Pack-art,514,106,True,"OK esp. for the price but size 8 mens' is probably the max. I am changing my review after a second washing. I am a male size 9 wide and after washing they are a very tight fit. They are mid calf, wide enough at the toe, but snug from toe to heel. That said I think a male size 8 is about it. Larger size feet might have a problem. Quality is OK for the price. You will see these socks sold singly on other sites at $12.99 each! I like the socks and ordered a second set to put in my daughters Christmas stocking.","['ok', 'esp', 'price', 'size', '8', 'men', 'probably', 'max', 'changing', 'review', 'second', 'washing', 'male', 'size', '9', 'wide', 'washing', 'tight', 'fit', 'mid', 'calf', 'wide', 'enough', 'toe', 'snug', 'toe', 'heel', 'said', 'think', 'male', 'size', '8', 'larger', 'size', 'foot', 'might', 'problem', 'quality', 'ok', 'price', 'see', 'sock', 'sold', 'singly', 'site', '1299', 'like', 'sock', 'ordered', 'second', 'set', 'put', 'daughter', 'christmas', 'stocking']",0.8599,Positive,-0.375,Negative
Three Stars As described.,Neutral,3.0,True,,XXX-Large,Light Steel,25,4,False,Three Stars As described.,"['three', 'star', 'described']",0.0,Neutral,0.0,Neutral
Love My New Gym shoes! Love them,Positive,4.0,True,,10 B(M) US,Cool Grey/Pure Platinum/White/Volt,32,7,False,Love My New Gym shoes! Love them,"['love', 'new', 'gym', 'shoe', 'love']",0.8655,Positive,1.5,Positive
"I usually wear a 9 but could have easily ordered a 8 These are a bit longer than they should be. I usually wear a 9 but could have easily ordered a 8.5. The width is accurate.

The pink is even pinker than shown and the light gray is over the very bright pink so it isn't as gray as shown in the picture. It makes the shoe a bit overwhelming. Also two grommets on each shoe is dark. I'm not referring to the dark grommets closer to the toe as shown in the photo, I'm talking about two grommets up at the top of of the laces (opposite side of side shown in photo). I thought it was faulty at first until I noticed they were on the same side of each shoe. Kind of odd and not pictured.

Overall, they are very comfortable shoes which is why I am keeping them...even if you can see me coming from a mile away.",Neutral,3.0,True,,9 B(M) US,Wolf Grey/Black-pink Blast/White,806,163,True,"I usually wear a 9 but could have easily ordered a 8 These are a bit longer than they should be. I usually wear a 9 but could have easily ordered a 8.5. The width is accurate. The pink is even pinker than shown and the light gray is over the very bright pink so it isn't as gray as shown in the picture. It makes the shoe a bit overwhelming. Also two grommets on each shoe is dark. I'm not referring to the dark grommets closer to the toe as shown in the photo, I'm talking about two grommets up at the top of of the laces (opposite side of side shown in photo). I thought it was faulty at first until I noticed they were on the same side of each shoe. Kind of odd and not pictured. Overall, they are very comfortable shoes which is why I am keeping them...even if you can see me coming from a mile away.","['usually', 'wear', '9', 'could', 'easily', 'ordered', '8', 'bit', 'longer', 'usually', 'wear', '9', 'could', 'easily', 'ordered', '85', 'width', 'accurate', 'pink', 'even', 'pinker', 'shown', 'light', 'gray', 'bright', 'pink', 'isnt', 'gray', 'shown', 'picture', 'make', 'shoe', 'bit', 'overwhelming', 'also', 'two', 'grommet', 'shoe', 'dark', 'im', 'referring', 'dark', 'grommet', 'closer', 'toe', 'shown', 'photo', 'im', 'talking', 'two', 'grommet', 'top', 'lace', 'opposite', 'side', 'side', 'shown', 'photo', 'thought', 'faulty', 'first', 'noticed', 'side', 'shoe', 'kind', 'odd', 'pictured', 'overall', 'comfortable', 'shoe', 'keeping', 'themeven', 'see', 'coming', 'mile', 'away']",0.905,Positive,-1.25,Negative
Very confortable! Love these shoes!,Positive,5.0,True,,10 B(M) US,Black/White/Anthracite/Stealth,35,5,False,Very confortable! Love these shoes!,"['confortable', 'love', 'shoe']",0.7238,Positive,0.625,Positive
"Amazing training Sneakers. Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.",Positive,5.0,False,4.0,10 B(M) US,Cool Grey/Pure Platinum/White/Volt,301,57,False,"Amazing training Sneakers. Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.","['amazing', 'training', 'sneaker', 'love', 'absolutely', 'comfortable', 'im', 'picky', 'sneaker', 'one', 'price', 'great', 'use', 'cross', 'fit', 'boot', 'camp', 'work', 'great', 'sole', 'flexible', 'true', 'size', 'wide', 'foot', 'fit', 'perfectly', 'nice', 'looking', 'great', 'sneaker']",0.9916,Positive,0.125,Positive
Five Stars Love these! Super light and comfortable!,Positive,5.0,True,,8 B(M) US,Grey,51,8,False,Five Stars Love these! Super light and comfortable!,"['five', 'star', 'love', 'super', 'light', 'comfortable']",0.9183,Positive,-0.125,Negative
Five Stars Great shoes,Positive,5.0,True,,7 B(M) US,Black/White/Anthracite/Stealth,22,4,False,Five Stars Great shoes,"['five', 'star', 'great', 'shoe']",0.6249,Positive,0.0,Neutral
One Star wrong shoes,Negative,1.0,True,,7 B(M) US,Black/Red Bronze/White,20,4,False,One Star wrong shoes,"['one', 'star', 'wrong', 'shoe']",-0.4767,Negative,-0.625,Negative
"Awesome shoes! These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",Positive,5.0,True,,7 B(M) US,Ocean Fog/Blue Grey/Mango,252,49,False,"Awesome shoes! These shoes are awesome! They are nearly weightless and feel great on my feet. The first day I wore them I wore them ALL day on vacation. I put them on the next day and did the same. Besides the comfort, they are really a cool color!","['awesome', 'shoe', 'shoe', 'awesome', 'nearly', 'weightless', 'feel', 'great', 'foot', 'first', 'day', 'wore', 'wore', 'day', 'vacation', 'put', 'next', 'day', 'besides', 'comfort', 'really', 'cool', 'color']",0.9599,Positive,1.625,Positive
Oops! Waaay too small. Will use for futur children!,Neutral,3.0,True,,Little Boys,White/Black,51,9,False,Oops! Waaay too small. Will use for futur children!,"['oops', 'waaay', 'small', 'use', 'futur', 'child']",0.0,Neutral,-0.375,Negative
"I had the older generation of this shoe that survived ... I had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains, my feet was not one of them. This is because of this shoe. Nike really dropped the mic with this.",Positive,5.0,True,,10 B(M) US,Cool Grey/Rage Green/Hyper Turquoise,256,53,False,"I had the older generation of this shoe that survived ... I had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains, my feet was not one of them. This is because of this shoe. Nike really dropped the mic with this.","['older', 'generation', 'shoe', 'survived', 'older', 'generation', 'shoe', 'survived', '2', '3', 'mud', 'run', 'ache', 'pain', 'foot', 'one', 'shoe', 'nike', 'really', 'dropped', 'mic']",0.4215,Positive,1.625,Positive
Three Stars They fit great. But they fade bad,Neutral,3.0,True,,Medium,Black,45,9,False,Three Stars They fit great. But they fade bad,"['three', 'star', 'fit', 'great', 'fade', 'bad']",-0.3506,Negative,-0.125,Negative
Nice There very nice,Positive,5.0,True,,8.5 D - Wide,Cool Grey / Volt - Wolf Grey - Pure Platinum,20,4,False,Nice There very nice,"['nice', 'nice']",0.7089,Positive,0.875,Positive
Four Stars Just too big otherwise I liked them!,Positive,4.0,True,,7 B(M) US,Black/Red Bronze/White,47,9,False,Four Stars Just too big otherwise I liked them!,"['four', 'star', 'big', 'otherwise', 'liked']",0.4753,Positive,0.25,Positive
"Not the same as all my other pairs. This is my 6th pair and they are the best thing ever for my plantar fasciitis and resultant neuromas. Unfortunately, the ones I ordered from SmartDestination must be seconds as they kill my feet. The hard plastic insert rubs on the outside edges of my feet. I am unable to exchange them as I waited one day too late to use them in my walking shoes.",Negative,2.0,True,,,,384,74,False,"Not the same as all my other pairs. This is my 6th pair and they are the best thing ever for my plantar fasciitis and resultant neuromas. Unfortunately, the ones I ordered from SmartDestination must be seconds as they kill my feet. The hard plastic insert rubs on the outside edges of my feet. I am unable to exchange them as I waited one day too late to use them in my walking shoes.","['pair', '6th', 'pair', 'best', 'thing', 'ever', 'plantar', 'fasciitis', 'resultant', 'neuroma', 'unfortunately', 'one', 'ordered', 'smartdestination', 'must', 'second', 'kill', 'foot', 'hard', 'plastic', 'insert', 'rub', 'outside', 'edge', 'foot', 'unable', 'exchange', 'waited', 'one', 'day', 'late', 'use', 'walking', 'shoe']",-0.5106,Negative,-1.125,Negative
Love them! Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,Positive,5.0,True,2.0,9 M US,Blue Tint/Green Glow/Hasta/White,393,68,False,Love them! Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,"['love', 'favorite', 'nike', 'shoe', 'ever', 'flex', 'sole', 'excellent', 'someone', 'like', 'love', 'free', 'feeling', 'sandal', 'barefoot', 'move', 'effortlessly', 'bend', 'foot', 'ive', 'worn', 'multiple', 'activity', 'ive', 'foot', 'ankle', 'pain', 'whitegreendark', 'grey', 'color', 'go', 'many', 'outfit', 'mesh', 'breathes', 'perfectly', 'hot', 'summer', 'day', 'highly', 'recommend']",0.9728,Positive,1.125,Positive
They are really light and not as sturdy as what I was looking for but over all ... I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit.  They are really light and not as sturdy as what I was looking for but over all not bad.,Neutral,3.0,True,,9 B(M) US,Wolf Grey/Black-pink Blast/White,284,61,False,They are really light and not as sturdy as what I was looking for but over all ... I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit. They are really light and not as sturdy as what I was looking for but over all not bad.,"['really', 'light', 'sturdy', 'looking', 'always', 'wear', 'woman', '9', 'nike', 'bigger', 'usual', 'right', 'one', 'almost', 'slip', 'foot', 'bit', 'really', 'light', 'sturdy', 'looking', 'bad']",0.5824,Positive,0.0,Neutral
Fits to size The fit is as expected,Positive,5.0,True,,9 B(M) US,Black/White/Anthracite/Stealth,35,8,False,Fits to size The fit is as expected,"['fit', 'size', 'fit', 'expected']",0.3612,Positive,-0.25,Negative
